# BUSCO version is: 5.5.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
18822at4891	Complete	h1tg000009l_path:301548-300229	301548	300229	-	486.3	296	https://www.orthodb.org/v10?query=18822at4891	Zn(2)-C6 fungal-type DNA-binding domain
18829at4891	Complete	h1tg000006l_path:298235-299404	298235	299404	+	379.9	293	https://www.orthodb.org/v10?query=18829at4891	Putative oxidoreductase
18882at4891	Complete	h1tg000006l_path:670521-672059	670521	672059	+	196.7	262	https://www.orthodb.org/v10?query=18882at4891	SWIB/MDM2 domain
18887at4891	Complete	h1tg000001l_path:61783-63435	61783	63435	+	606.7	335	https://www.orthodb.org/v10?query=18887at4891	Dual specificity phosphatase, catalytic domain
18893at4891	Complete	h1tg000009l_path:157562-156480	157562	156480	-	341.7	223	https://www.orthodb.org/v10?query=18893at4891	Spindle assembly checkpoint kinase
18899at4891	Complete	h1tg000009l_path:39096-40043	39096	40043	+	502.4	274	https://www.orthodb.org/v10?query=18899at4891	rRNA adenine N(6)-methyltransferase
18913at4891	Complete	h1tg000011l_path:130696-131877	130696	131877	+	577.8	325	https://www.orthodb.org/v10?query=18913at4891	Pyridoxal phosphate-dependent transferase
18919at4891	Complete	h1tg000006l_path:110407-109079	110407	109079	-	483.9	302	https://www.orthodb.org/v10?query=18919at4891	ERG4/ERG24 ergosterol biosynthesis protein
18949at4891	Complete	h1tg000005l_path:479993-478134	479993	478134	-	226.7	360	https://www.orthodb.org/v10?query=18949at4891	Ku80
18954at4891	Complete	h1tg000017l_path:344154-345158	344154	345158	+	325.3	218	https://www.orthodb.org/v10?query=18954at4891	Mitochondrial carrier
18990at4891	Complete	h1tg000007l_path:729578-730210	729578	730210	+	159.3	154	https://www.orthodb.org/v10?query=18990at4891	tRNA-splicing endonuclease subunit Sen2
18994at4891	Duplicated	h1tg000012l_path:300178-301263	300178	301263	+	593.5	307	https://www.orthodb.org/v10?query=18994at4891	Ribosomal protein L4/L1e
18994at4891	Duplicated	h1tg000014l_path:471773-472858	471773	472858	+	591.4	307	https://www.orthodb.org/v10?query=18994at4891	Ribosomal protein L4/L1e
18995at4891	Complete	h1tg000004l_path:224496-223414	224496	223414	-	400.8	272	https://www.orthodb.org/v10?query=18995at4891	Xylose isomerase-like superfamily
19016at4891	Complete	h1tg000006l_path:400924-402396	400924	402396	+	262.2	327	https://www.orthodb.org/v10?query=19016at4891	Cytoplasmic tRNA 2-thiolation protein 2
19057at4891	Complete	h1tg000014l_path:448037-449185	448037	449185	+	605.9	323	https://www.orthodb.org/v10?query=19057at4891	Sporulation protein RMD1
19161at4891	Complete	h1tg000014l_path:1267383-1269323	1267383	1269323	+	386.7	514	https://www.orthodb.org/v10?query=19161at4891	WD40/YVTN repeat-like-containing domain superfamily
19196at4891	Duplicated	h1tg000014l_path:1087459-1088817	1087459	1088817	+	347.9	264	https://www.orthodb.org/v10?query=19196at4891	Brix domain
19196at4891	Duplicated	h1tg000016l_path:229764-231122	229764	231122	+	343.2	291	https://www.orthodb.org/v10?query=19196at4891	Brix domain
19222at4891	Complete	h1tg000016l_path:388857-387922	388857	387922	-	302.0	213	https://www.orthodb.org/v10?query=19222at4891	Deoxycytidylate deaminase
19226at4891	Complete	h1tg000007l_path:900093-899140	900093	899140	-	404.6	252	https://www.orthodb.org/v10?query=19226at4891	S-methyl-5'-thioadenosine phosphorylase
19235at4891	Missing
19254at4891	Complete	h1tg000002l_path:392347-393851	392347	393851	+	450.9	329	https://www.orthodb.org/v10?query=19254at4891	alpha-ketoacid dehydrogenase kinase
19258at4891	Complete	h1tg000004l_path:222788-221406	222788	221406	-	267.2	226	https://www.orthodb.org/v10?query=19258at4891	kinase-like protein
19259at4891	Complete	h1tg000008l_path:814534-816264	814534	816264	+	313.8	289	https://www.orthodb.org/v10?query=19259at4891	Nucleotide-diphospho-sugar transferase
19264at4891	Complete	h1tg000004l_path:81062-82637	81062	82637	+	463.2	361	https://www.orthodb.org/v10?query=19264at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
19275at4891	Complete	h1tg000003l_path:609632-610474	609632	610474	+	422.5	241	https://www.orthodb.org/v10?query=19275at4891	Mitochondrial carrier protein
19306at4891	Complete	h1tg000016l_path:94983-93171	94983	93171	-	359.6	249	https://www.orthodb.org/v10?query=19306at4891	Formate/nitrite transporter
19362at4891	Complete	h1tg000002l_path:353230-355596	353230	355596	+	358.3	446	https://www.orthodb.org/v10?query=19362at4891	Kinase-like protein
19373at4891	Complete	h1tg000005l_path:523123-522146	523123	522146	-	286.6	217	https://www.orthodb.org/v10?query=19373at4891	Histone acetyltransferase
19393at4891	Complete	h1tg000003l_path:128785-126857	128785	126857	-	369.4	334	https://www.orthodb.org/v10?query=19393at4891	peptidase S64
19416at4891	Complete	h1tg000003l_path:696988-698013	696988	698013	+	283.3	202	https://www.orthodb.org/v10?query=19416at4891	NUDIX hydrolase domain
19456at4891	Complete	h1tg000002l_path:496657-495611	496657	495611	-	492.9	296	https://www.orthodb.org/v10?query=19456at4891	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating
19532at4891	Complete	h1tg000002l_path:738405-736882	738405	736882	-	582.6	413	https://www.orthodb.org/v10?query=19532at4891	Serine/threonine-protein phosphatase
19545at4891	Complete	h1tg000005l_path:231793-233208	231793	233208	+	421.3	293	https://www.orthodb.org/v10?query=19545at4891	Putative histone-lysine N-methyltransferase
19641at4891	Complete	h1tg000012l_path:650249-651067	650249	651067	+	132.8	142	https://www.orthodb.org/v10?query=19641at4891	Siroheme biosynthesis protein Met8
19663at4891	Complete	h1tg000014l_path:755033-753645	755033	753645	-	650.1	362	https://www.orthodb.org/v10?query=19663at4891	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
19696at4891	Complete	h1tg000006l_path:668326-669528	668326	669528	+	301.0	303	https://www.orthodb.org/v10?query=19696at4891	Protein of unknown function DUF1682
19731at4891	Complete	h1tg000007l_path:503966-505076	503966	505076	+	384.4	294	https://www.orthodb.org/v10?query=19731at4891	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
19756at4891	Complete	h1tg000017l_path:113788-116898	113788	116898	+	504.3	608	https://www.orthodb.org/v10?query=19756at4891	MMS19, C-terminal
19758at4891	Complete	h1tg000012l_path:257988-257131	257988	257131	-	453.3	236	https://www.orthodb.org/v10?query=19758at4891	Inorganic pyrophosphatase
19774at4891	Complete	h1tg000014l_path:1129551-1130642	1129551	1130642	+	490.4	249	https://www.orthodb.org/v10?query=19774at4891	GPI-anchor transamidase
19777at4891	Complete	h1tg000017l_path:55191-56198	55191	56198	+	284.3	229	https://www.orthodb.org/v10?query=19777at4891	Serine/threonine-protein phosphatase 2A activator
19827at4891	Complete	h1tg000008l_path:504515-503976	504515	503976	-	289.6	171	https://www.orthodb.org/v10?query=19827at4891	Ribose-5-phosphate isomerase
19842at4891	Complete	h1tg000009l_path:544620-542873	544620	542873	-	250.5	375	https://www.orthodb.org/v10?query=19842at4891	Transcription factor tau 60 kDa subunit
19854at4891	Complete	h1tg000008l_path:881527-882795	881527	882795	+	275.5	264	https://www.orthodb.org/v10?query=19854at4891	RGS domain
19858at4891	Complete	h1tg000009l_path:870921-869611	870921	869611	-	202.4	378	https://www.orthodb.org/v10?query=19858at4891	Eukaryotic translation initiation factor 4B
19942at4891	Complete	h1tg000002l_path:984363-982579	984363	982579	-	530.0	364	https://www.orthodb.org/v10?query=19942at4891	Transcription factor TFIIB
19965at4891	Complete	h1tg000014l_path:612045-613220	612045	613220	+	482.2	303	https://www.orthodb.org/v10?query=19965at4891	25S rRNA (Adenine(645)-N(1))-methyltransferase
19967at4891	Complete	h1tg000016l_path:512827-514125	512827	514125	+	394.3	333	https://www.orthodb.org/v10?query=19967at4891	Winged helix-like DNA-binding domain superfamily
19999at4891	Complete	h1tg000012l_path:444672-443808	444672	443808	-	202.8	200	https://www.orthodb.org/v10?query=19999at4891	Hsp70 nucleotide exchange factor FES1
20072at4891	Missing
20074at4891	Complete	h1tg000014l_path:967770-966514	967770	966514	-	240.3	325	https://www.orthodb.org/v10?query=20074at4891	Rmd5
20087at4891	Complete	h1tg000017l_path:313015-313969	313015	313969	+	386.9	221	https://www.orthodb.org/v10?query=20087at4891	DNA-directed RNA polymerase, insert domain
20141at4891	Complete	h1tg000002l_path:292320-293183	292320	293183	+	393.4	248	https://www.orthodb.org/v10?query=20141at4891	Nuclear protein SNF4
20145at4891	Complete	h1tg000002l_path:693751-694596	693751	694596	+	289.4	208	https://www.orthodb.org/v10?query=20145at4891	Rhomboid-domain-containing protein
20158at4891	Complete	h1tg000008l_path:323296-322163	323296	322163	-	337.1	282	https://www.orthodb.org/v10?query=20158at4891	Palmitoyltransferase
20167at4891	Complete	h1tg000014l_path:853937-852642	853937	852642	-	217.3	274	https://www.orthodb.org/v10?query=20167at4891	SET domain
20170at4891	Complete	h1tg000014l_path:1355976-1357280	1355976	1357280	+	602.8	360	https://www.orthodb.org/v10?query=20170at4891	Transcriptional adapter 2
20173at4891	Complete	h1tg000003l_path:272388-269978	272388	269978	-	567.3	529	https://www.orthodb.org/v10?query=20173at4891	tRNA ligase
20191at4891	Complete	h1tg000014l_path:439839-440657	439839	440657	+	286.9	200	https://www.orthodb.org/v10?query=20191at4891	PPM-type phosphatase domain
20197at4891	Complete	h1tg000009l_path:147460-148395	147460	148395	+	419.9	241	https://www.orthodb.org/v10?query=20197at4891	Ubiquinol-cytochrome c chaperone, CBP3
20201at4891	Complete	h1tg000014l_path:1003444-1002479	1003444	1002479	-	283.4	228	https://www.orthodb.org/v10?query=20201at4891	Probable cytosolic iron-sulfur protein assembly protein 1
20202at4891	Complete	h1tg000003l_path:623447-624448	623447	624448	+	399.9	272	https://www.orthodb.org/v10?query=20202at4891	Adenosine kinase
20206at4891	Complete	h1tg000016l_path:250015-248882	250015	248882	-	224.6	199	https://www.orthodb.org/v10?query=20206at4891	Protein phosphatase methylesterase 1
20242at4891	Complete	h1tg000005l_path:668287-669441	668287	669441	+	500.5	306	https://www.orthodb.org/v10?query=20242at4891	Mitochondrial import receptor subunit TOM40
20260at4891	Complete	h1tg000008l_path:187017-186145	187017	186145	-	410.9	239	https://www.orthodb.org/v10?query=20260at4891	Ribosome biogenesis protein BRX1
20285at4891	Complete	h1tg000014l_path:286601-285321	286601	285321	-	505.8	334	https://www.orthodb.org/v10?query=20285at4891	Winged helix DNA-binding domain superfamily
20323at4891	Complete	h1tg000003l_path:573824-575016	573824	575016	+	305.1	237	https://www.orthodb.org/v10?query=20323at4891	Putative glycosyltransferase HOC1
20333at4891	Complete	h1tg000005l_path:835878-834397	835878	834397	-	303.2	310	https://www.orthodb.org/v10?query=20333at4891	tRNA A64-2'-O-ribosylphosphate transferase
20367at4891	Complete	h1tg000014l_path:1184668-1185807	1184668	1185807	+	341.7	252	https://www.orthodb.org/v10?query=20367at4891	Anthranilate phosphoribosyltransferase
20375at4891	Complete	h1tg000012l_path:297622-296414	297622	296414	-	490.0	310	https://www.orthodb.org/v10?query=20375at4891	Phosphatidate cytidylyltransferase
20382at4891	Complete	h1tg000007l_path:1009365-1007569	1009365	1007569	-	227.2	301	https://www.orthodb.org/v10?query=20382at4891	Polynucleotide 5'-hydroxyl-kinase GRC3
20394at4891	Complete	h1tg000004l_path:489909-488995	489909	488995	-	403.0	251	https://www.orthodb.org/v10?query=20394at4891	Translation initiation factor eIF-2B subunit alpha
20461at4891	Complete	h1tg000003l_path:262504-261035	262504	261035	-	373.4	323	https://www.orthodb.org/v10?query=20461at4891	GPI-anchored wall transfer protein
20464at4891	Complete	h1tg000014l_path:276510-275080	276510	275080	-	479.8	359	https://www.orthodb.org/v10?query=20464at4891	Nucleotide-diphospho-sugar transferase
20532at4891	Complete	h1tg000013l_path:105567-104641	105567	104641	-	452.0	248	https://www.orthodb.org/v10?query=20532at4891	Acetolactate synthase, small subunit
20539at4891	Complete	h1tg000007l_path:358605-359702	358605	359702	+	434.5	284	https://www.orthodb.org/v10?query=20539at4891	Translation initiation factor eIF-2B subunit beta
20594at4891	Complete	h1tg000009l_path:565749-564787	565749	564787	-	334.0	245	https://www.orthodb.org/v10?query=20594at4891	Electron transfer flavoprotein, alpha subunit, C-terminal
20595at4891	Complete	h1tg000005l_path:901853-902893	901853	902893	+	352.3	265	https://www.orthodb.org/v10?query=20595at4891	NAD(P)-binding protein
20606at4891	Complete	h1tg000006l_path:507054-505828	507054	505828	-	507.8	315	https://www.orthodb.org/v10?query=20606at4891	Heat shock protein DnaJ, cysteine-rich domain
20608at4891	Complete	h1tg000008l_path:233926-232745	233926	232745	-	292.5	242	https://www.orthodb.org/v10?query=20608at4891	S-adenosylmethionine decarboxylase
20734at4891	Complete	h1tg000007l_path:119974-121155	119974	121155	+	308.3	287	https://www.orthodb.org/v10?query=20734at4891	Cell division control protein 73, C-terminal
20735at4891	Complete	h1tg000016l_path:211284-212339	211284	212339	+	166.0	221	https://www.orthodb.org/v10?query=20735at4891	Ribosomal protein L1
20748at4891	Complete	h1tg000001l_path:20250-21047	20250	21047	+	295.3	198	https://www.orthodb.org/v10?query=20748at4891	Proteasome subunit beta
20755at4891	Complete	h1tg000008l_path:139290-138454	139290	138454	-	317.0	225	https://www.orthodb.org/v10?query=20755at4891	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
20766at4891	Complete	h1tg000002l_path:513385-514505	513385	514505	+	500.3	288	https://www.orthodb.org/v10?query=20766at4891	Pyridoxal phosphate-dependent enzyme, beta subunit
20778at4891	Complete	h1tg000004l_path:329709-328396	329709	328396	-	329.5	292	https://www.orthodb.org/v10?query=20778at4891	Zinc finger, CCHC-type
20859at4891	Complete	h1tg000016l_path:281881-282756	281881	282756	+	425.2	254	https://www.orthodb.org/v10?query=20859at4891	Ribosome production factor 1
20893at4891	Complete	h1tg000007l_path:902456-901036	902456	901036	-	281.1	291	https://www.orthodb.org/v10?query=20893at4891	Histone methyltransferase complex subunit ASH2
20912at4891	Complete	h1tg000007l_path:679047-681509	679047	681509	+	347.1	517	https://www.orthodb.org/v10?query=20912at4891	Cullin homology domain
20921at4891	Complete	h1tg000001l_path:118454-117537	118454	117537	-	440.0	229	https://www.orthodb.org/v10?query=20921at4891	MPN domain
20960at4891	Complete	h1tg000005l_path:751782-752705	751782	752705	+	484.8	257	https://www.orthodb.org/v10?query=20960at4891	mitochondrial carrier
20998at4891	Complete	h1tg000003l_path:335771-336907	335771	336907	+	350.1	265	https://www.orthodb.org/v10?query=20998at4891	Vacuolar protein sorting-associated protein 26
21019at4891	Complete	h1tg000008l_path:722096-720969	722096	720969	-	301.7	290	https://www.orthodb.org/v10?query=21019at4891	RNA methyltransferase
21022at4891	Complete	h1tg000006l_path:318707-317931	318707	317931	-	248.3	180	https://www.orthodb.org/v10?query=21022at4891	Fumarylacetoacetase-like, C-terminal
21024at4891	Complete	h1tg000009l_path:223108-223971	223108	223971	+	252.3	215	https://www.orthodb.org/v10?query=21024at4891	Ribosomal protein L24
21089at4891	Complete	h1tg000009l_path:782821-786411	782821	786411	+	455.9	589	https://www.orthodb.org/v10?query=21089at4891	putative protease AXL1
21145at4891	Complete	h1tg000012l_path:549724-550848	549724	550848	+	355.5	313	https://www.orthodb.org/v10?query=21145at4891	Tetratricopeptide repeat
21150at4891	Duplicated	h1tg000004l_path:445647-446942	445647	446942	+	478.4	297	https://www.orthodb.org/v10?query=21150at4891	Oxysterol-binding protein
21150at4891	Duplicated	h1tg000016l_path:106561-107820	106561	107820	+	491.8	298	https://www.orthodb.org/v10?query=21150at4891	Oxysterol-binding protein
21155at4891	Complete	h1tg000008l_path:252932-251556	252932	251556	-	302.9	306	https://www.orthodb.org/v10?query=21155at4891	RNA-binding domain superfamily
21160at4891	Complete	h1tg000006l_path:602878-604206	602878	604206	+	338.5	246	https://www.orthodb.org/v10?query=21160at4891	RNA recognition motif domain
21169at4891	Complete	h1tg000014l_path:294686-293328	294686	293328	-	266.2	277	https://www.orthodb.org/v10?query=21169at4891	UBX domain
21182at4891	Fragmented	h1tg000008l_path:832240-831599	832240	831599	-	285.6	180	https://www.orthodb.org/v10?query=21182at4891	Probable mitochondrial transport protein
21192at4891	Fragmented	h1tg000002l_path:1007294-1006581	1007294	1006581	-	184.3	136	https://www.orthodb.org/v10?query=21192at4891	Mitochondrial carrier
21227at4891	Complete	h1tg000005l_path:50864-50049	50864	50049	-	391.0	224	https://www.orthodb.org/v10?query=21227at4891	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
21248at4891	Complete	h1tg000014l_path:393845-392622	393845	392622	-	365.6	306	https://www.orthodb.org/v10?query=21248at4891	5-methylaminomethyl-2-thiouridylate- methyltransferase
21253at4891	Complete	h1tg000015l_path:279708-278389	279708	278389	-	428.4	314	https://www.orthodb.org/v10?query=21253at4891	3-oxoacyl-
21260at4891	Complete	h1tg000017l_path:193549-195006	193549	195006	+	348.6	305	https://www.orthodb.org/v10?query=21260at4891	Protein ICE2
21277at4891	Missing
21297at4891	Complete	h1tg000008l_path:380155-381156	380155	381156	+	206.8	236	https://www.orthodb.org/v10?query=21297at4891	WD40 repeat
21312at4891	Fragmented	h1tg000014l_path:1250110-1250775	1250110	1250775	+	377.1	211	https://www.orthodb.org/v10?query=21312at4891	SH3 domain
21346at4891	Complete	h1tg000009l_path:671917-672913	671917	672913	+	275.4	213	https://www.orthodb.org/v10?query=21346at4891	Transcription factor Tfb4
21370at4891	Complete	h1tg000002l_path:276432-274969	276432	274969	-	204.4	279	https://www.orthodb.org/v10?query=21370at4891	Vacuolar fusion protein MON1
21396at4891	Complete	h1tg000009l_path:710938-711942	710938	711942	+	479.0	295	https://www.orthodb.org/v10?query=21396at4891	Transcription factor TFIIB
21428at4891	Complete	h1tg000014l_path:1443275-1441310	1443275	1441310	-	854.9	553	https://www.orthodb.org/v10?query=21428at4891	Pumilio homology domain
21431at4891	Complete	h1tg000003l_path:104350-102290	104350	102290	-	588.8	523	https://www.orthodb.org/v10?query=21431at4891	Histone-lysine N-methyltransferase
21450at4891	Complete	h1tg000012l_path:527958-526954	527958	526954	-	186.9	178	https://www.orthodb.org/v10?query=21450at4891	25S rRNA adenine-N(1) methyltransferase
21465at4891	Complete	h1tg000006l_path:485578-486447	485578	486447	+	442.8	252	https://www.orthodb.org/v10?query=21465at4891	U3 small nucleolar ribonucleoprotein IMP4
21467at4891	Complete	h1tg000005l_path:464633-463746	464633	463746	-	342.5	231	https://www.orthodb.org/v10?query=21467at4891	Glucose-6-phosphate 1-epimerase
21470at4891	Complete	h1tg000005l_path:386783-385869	386783	385869	-	259.9	215	https://www.orthodb.org/v10?query=21470at4891	Rab-GTPase-TBC domain
21506at4891	Complete	h1tg000002l_path:1046855-1048540	1046855	1048540	+	269.2	332	https://www.orthodb.org/v10?query=21506at4891	MIF4G-like domain superfamily
21513at4891	Complete	h1tg000009l_path:822223-820568	822223	820568	-	415.2	356	https://www.orthodb.org/v10?query=21513at4891	CCAAT-binding factor
21530at4891	Complete	h1tg000007l_path:575101-576000	575101	576000	+	438.3	246	https://www.orthodb.org/v10?query=21530at4891	Diphthine synthase
21543at4891	Complete	h1tg000009l_path:648129-649160	648129	649160	+	194.2	175	https://www.orthodb.org/v10?query=21543at4891	TIP41-like protein
21550at4891	Complete	h1tg000004l_path:562566-561070	562566	561070	-	198.0	248	https://www.orthodb.org/v10?query=21550at4891	Protein LAS1
21579at4891	Complete	h1tg000003l_path:452269-453279	452269	453279	+	274.8	245	https://www.orthodb.org/v10?query=21579at4891	MEMO1 family
21583at4891	Complete	h1tg000007l_path:739988-741010	739988	741010	+	207.8	257	https://www.orthodb.org/v10?query=21583at4891	Putative SCF ubiquitin ligase complex subunit
21590at4891	Complete	h1tg000014l_path:1477118-1478209	1477118	1478209	+	269.7	255	https://www.orthodb.org/v10?query=21590at4891	GRASP55/65
21604at4891	Complete	h1tg000005l_path:320704-319223	320704	319223	-	424.8	407	https://www.orthodb.org/v10?query=21604at4891	tRNA modification GTPase MnmE
21612at4891	Complete	h1tg000015l_path:182674-184284	182674	184284	+	230.0	279	https://www.orthodb.org/v10?query=21612at4891	Protoporphyrinogen oxidase
21615at4891	Complete	h1tg000001l_path:191639-192496	191639	192496	+	241.7	183	https://www.orthodb.org/v10?query=21615at4891	P-loop containing nucleoside triphosphate hydrolase protein
21621at4891	Complete	h1tg000007l_path:500339-499374	500339	499374	-	397.4	241	https://www.orthodb.org/v10?query=21621at4891	Protein CCC1
21629at4891	Complete	h1tg000014l_path:131742-130837	131742	130837	-	165.8	131	https://www.orthodb.org/v10?query=21629at4891	Protein of unknown function DUF2343
21634at4891	Complete	h1tg000002l_path:307622-308737	307622	308737	+	334.0	283	https://www.orthodb.org/v10?query=21634at4891	nucleic acid-binding protein
21678at4891	Complete	h1tg000005l_path:666728-665643	666728	665643	-	234.4	179	https://www.orthodb.org/v10?query=21678at4891	XPA
21707at4891	Complete	h1tg000014l_path:397476-398702	397476	398702	+	95.3	313	https://www.orthodb.org/v10?query=21707at4891	Zinc finger C2H2-type
21711at4891	Fragmented	h1tg000002l_path:585213-585959	585213	585959	+	144.0	126	https://www.orthodb.org/v10?query=21711at4891	mitochondrial matrix Mmp37
21732at4891	Complete	h1tg000014l_path:1498052-1499104	1498052	1499104	+	334.7	240	https://www.orthodb.org/v10?query=21732at4891	Pantothenate kinase
21752at4891	Complete	h1tg000008l_path:632169-631387	632169	631387	-	451.0	225	https://www.orthodb.org/v10?query=21752at4891	Proteasome, subunit alpha/beta
21766at4891	Complete	h1tg000002l_path:953513-952602	953513	952602	-	493.7	237	https://www.orthodb.org/v10?query=21766at4891	Prohibitin-2
21808at4891	Fragmented	h1tg000006l_path:447580-448815	447580	448815	+	280.2	247	https://www.orthodb.org/v10?query=21808at4891	Actin patch protein 1
21825at4891	Complete	h1tg000012l_path:159619-158738	159619	158738	-	357.8	222	https://www.orthodb.org/v10?query=21825at4891	GTP cyclohydrolase II
21866at4891	Complete	h1tg000006l_path:44246-43392	44246	43392	-	360.9	249	https://www.orthodb.org/v10?query=21866at4891	ATP11
21910at4891	Complete	h1tg000007l_path:553335-552769	553335	552769	-	369.2	172	https://www.orthodb.org/v10?query=21910at4891	Ribosomal RNA small subunit methyltransferase NEP1
21922at4891	Missing
21940at4891	Complete	h1tg000008l_path:720471-719158	720471	719158	-	277.8	389	https://www.orthodb.org/v10?query=21940at4891	Similar to Saccharomyces cerevisiae YOR198C BFR1 Component of mRNP complexes associated with polyribosomes
21962at4891	Complete	h1tg000002l_path:1058797-1057859	1058797	1057859	-	404.9	248	https://www.orthodb.org/v10?query=21962at4891	Glycoside hydrolase family 17 protein
21977at4891	Complete	h1tg000008l_path:212541-214022	212541	214022	+	389.8	261	https://www.orthodb.org/v10?query=21977at4891	Ribose-phosphate pyrophosphokinase
21981at4891	Complete	h1tg000005l_path:494822-496102	494822	496102	+	291.4	282	https://www.orthodb.org/v10?query=21981at4891	Dihydrofolate synthetase
21992at4891	Complete	h1tg000006l_path:258061-257336	258061	257336	-	76.3	158	https://www.orthodb.org/v10?query=21992at4891	Histone chaperone RTT106
21996at4891	Duplicated	h1tg000008l_path:407476-408321	407476	408321	+	212.3	173	https://www.orthodb.org/v10?query=21996at4891	Hydroxyacylglutathione hydrolase
21996at4891	Duplicated	h1tg000014l_path:1008958-1009782	1008958	1009782	+	216.8	166	https://www.orthodb.org/v10?query=21996at4891	Hydroxyacylglutathione hydrolase
22023at4891	Complete	h1tg000012l_path:558617-559657	558617	559657	+	435.5	273	https://www.orthodb.org/v10?query=22023at4891	Very-long-chain 3-oxoacyl-CoA reductase
22040at4891	Complete	h1tg000006l_path:622328-621258	622328	621258	-	336.8	300	https://www.orthodb.org/v10?query=22040at4891	Ribosomal protein L27
22073at4891	Fragmented	h1tg000016l_path:235086-234508	235086	234508	-	274.7	136	https://www.orthodb.org/v10?query=22073at4891	K Homology domain, type 1
22093at4891	Complete	h1tg000005l_path:855840-854467	855840	854467	-	387.1	305	https://www.orthodb.org/v10?query=22093at4891	Amidase
22104at4891	Duplicated	h1tg000005l_path:743559-745725	743559	745725	+	486.4	467	https://www.orthodb.org/v10?query=22104at4891	Chaps-domain-containing protein
22104at4891	Duplicated	h1tg000008l_path:878961-881198	878961	881198	+	521.4	489	https://www.orthodb.org/v10?query=22104at4891	Chaps-domain-containing protein
22146at4891	Complete	h1tg000012l_path:315576-316505	315576	316505	+	406.6	248	https://www.orthodb.org/v10?query=22146at4891	ATP synthase subunit gamma
22190at4891	Complete	h1tg000004l_path:208356-210182	208356	210182	+	429.9	340	https://www.orthodb.org/v10?query=22190at4891	RNA polymerase I-specific transcription initiation factor RRN3
22221at4891	Complete	h1tg000012l_path:202131-203285	202131	203285	+	132.5	119	https://www.orthodb.org/v10?query=22221at4891	Formyl transferase, N-terminal
22230at4891	Complete	h1tg000003l_path:449158-450498	449158	450498	+	265.2	267	https://www.orthodb.org/v10?query=22230at4891	DNA polymerase alpha/epsilon, subunit B
22236at4891	Complete	h1tg000008l_path:1015364-1013796	1015364	1013796	-	326.0	297	https://www.orthodb.org/v10?query=22236at4891	Phosphodiesterase
22266at4891	Complete	h1tg000004l_path:168880-167667	168880	167667	-	286.3	224	https://www.orthodb.org/v10?query=22266at4891	Lariat debranching enzyme
22293at4891	Complete	h1tg000006l_path:518798-517950	518798	517950	-	308.5	237	https://www.orthodb.org/v10?query=22293at4891	Porin domain superfamily
22298at4891	Complete	h1tg000012l_path:125284-126132	125284	126132	+	274.5	224	https://www.orthodb.org/v10?query=22298at4891	NSF attachment protein
22304at4891	Complete	h1tg000014l_path:104501-103602	104501	103602	-	469.0	255	https://www.orthodb.org/v10?query=22304at4891	Mitochondrial carrier
22313at4891	Complete	h1tg000004l_path:217406-218371	217406	218371	+	414.3	249	https://www.orthodb.org/v10?query=22313at4891	mitochondrial carrier
22335at4891	Complete	h1tg000007l_path:1009786-1011267	1009786	1011267	+	119.1	108	https://www.orthodb.org/v10?query=22335at4891	Pre-mRNA-splicing factor 19
22342at4891	Complete	h1tg000002l_path:750311-748170	750311	748170	-	205.6	340	https://www.orthodb.org/v10?query=22342at4891	tRNA binding
22345at4891	Complete	h1tg000009l_path:818645-816549	818645	816549	-	429.1	530	https://www.orthodb.org/v10?query=22345at4891	Kinesin-like protein
22352at4891	Complete	h1tg000002l_path:59324-62053	59324	62053	+	449.0	546	https://www.orthodb.org/v10?query=22352at4891	Exocyst complex component SEC15
22375at4891	Complete	h1tg000002l_path:1004024-1002627	1004024	1002627	-	445.4	347	https://www.orthodb.org/v10?query=22375at4891	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
22380at4891	Complete	h1tg000002l_path:303569-301911	303569	301911	-	437.3	427	https://www.orthodb.org/v10?query=22380at4891	Ubiquitin system component Cue
22393at4891	Complete	h1tg000009l_path:733123-733983	733123	733983	+	504.2	236	https://www.orthodb.org/v10?query=22393at4891	N-terminal nucleophile aminohydrolase
22405at4891	Complete	h1tg000013l_path:118364-117435	118364	117435	-	443.8	264	https://www.orthodb.org/v10?query=22405at4891	Septin
22419at4891	Complete	h1tg000003l_path:84153-85310	84153	85310	+	302.1	288	https://www.orthodb.org/v10?query=22419at4891	Glycosyltransferase family 34 protein
22429at4891	Complete	h1tg000001l_path:106757-105277	106757	105277	-	428.5	353	https://www.orthodb.org/v10?query=22429at4891	Ubiquitin specific protease, conserved site
22443at4891	Complete	h1tg000003l_path:578013-577192	578013	577192	-	479.6	249	https://www.orthodb.org/v10?query=22443at4891	Mitochondrial phosphate carrier protein
